Signal Type,Signal Candle,Entry Candle,Exit Candle,Entry Price,Exit Price,Price Difference
Buy,2025-01-22 08:10:00,2025-01-22 08:15:00,2025-01-22 10:40:00,22028.0,22048.25,20.25
Buy,2025-01-23 08:30:00,2025-01-23 08:35:00,2025-01-23 11:00:00,21920.5,21938.0,17.5
Buy,2025-01-24 07:45:00,2025-01-24 07:50:00,2025-01-24 08:25:00,22063.75,21988.75,-75.0
Buy,2025-01-28 08:00:00,2025-01-28 08:05:00,2025-01-28 08:20:00,21357.0,21432.0,75.0
Buy,2025-01-30 07:45:00,2025-01-30 07:50:00,2025-01-30 07:55:00,21735.75,21660.75,-75.0
Buy,2025-01-31 07:50:00,2025-01-31 07:55:00,2025-01-31 08:30:00,21857.75,21932.75,75.0
Buy,2025-02-03 08:40:00,2025-02-03 08:45:00,2025-02-03 09:05:00,21438.25,21363.25,-75.0
Buy,2025-02-04 07:50:00,2025-02-04 07:55:00,2025-02-04 08:05:00,21546.75,21621.75,75.0
Buy,2025-02-05 09:05:00,2025-02-05 09:10:00,2025-02-05 09:50:00,21624.5,21699.5,75.0
Buy,2025-02-06 07:45:00,2025-02-06 07:50:00,2025-02-06 10:15:00,21793.0,21791.5,-1.5
Buy,2025-02-10 08:00:00,2025-02-10 08:05:00,2025-02-10 08:45:00,21814.75,21889.75,75.0
Buy,2025-02-11 08:25:00,2025-02-11 08:30:00,2025-02-11 10:00:00,21838.5,21763.5,-75.0
Buy,2025-02-12 08:15:00,2025-02-12 08:20:00,2025-02-12 08:35:00,21672.25,21747.25,75.0
Buy,2025-02-13 08:35:00,2025-02-13 08:40:00,2025-02-13 09:55:00,22032.0,21957.0,-75.0
Buy,2025-02-14 08:55:00,2025-02-14 09:00:00,2025-02-14 11:25:00,22164.5,22157.25,-7.25
Buy,2025-02-26 09:00:00,2025-02-26 09:05:00,2025-02-26 10:50:00,21363.25,21288.25,-75.0
Buy,2025-02-28 08:10:00,2025-02-28 08:15:00,2025-02-28 08:30:00,20692.5,20767.5,75.0
Buy,2025-03-06 08:00:00,2025-03-06 08:05:00,2025-03-06 08:15:00,20359.0,20434.0,75.0
Buy,2025-03-14 08:55:00,2025-03-14 09:00:00,2025-03-14 09:40:00,19610.25,19685.25,75.0
Buy,2025-03-19 08:00:00,2025-03-19 08:05:00,2025-03-19 08:55:00,19863.75,19788.75,-75.0
Buy,2025-03-20 07:55:00,2025-03-20 08:00:00,2025-03-20 08:00:00,19934.25,20009.25,75.0
Buy,2025-03-21 07:50:00,2025-03-21 07:55:00,2025-03-21 08:55:00,19719.25,19794.25,75.0
Buy,2025-03-24 08:45:00,2025-03-24 08:50:00,2025-03-24 11:15:00,20356.25,20318.75,-37.5
Buy,2025-03-25 08:25:00,2025-03-25 08:30:00,2025-03-25 10:55:00,20453.5,20450.0,-3.5
Buy,2025-03-27 08:25:00,2025-03-27 08:30:00,2025-03-27 08:55:00,20120.5,20195.5,75.0
Buy,2025-03-31 09:20:00,2025-03-31 09:25:00,2025-03-31 11:05:00,19216.5,19291.5,75.0
Buy,2025-04-02 08:00:00,2025-04-02 08:05:00,2025-04-02 08:05:00,19614.0,19539.0,-75.0
Buy,2025-04-24 09:10:00,2025-04-24 09:15:00,2025-04-24 10:55:00,19193.75,19268.75,75.0
Buy,2025-04-29 08:00:00,2025-04-29 08:05:00,2025-04-29 10:30:00,19542.25,19574.5,32.25
Buy,2025-05-01 08:55:00,2025-05-01 09:00:00,2025-05-01 09:50:00,20073.0,19998.0,-75.0
Buy,2025-05-02 08:10:00,2025-05-02 08:15:00,2025-05-02 10:00:00,20150.5,20225.5,75.0
Buy,2025-05-05 08:35:00,2025-05-05 08:40:00,2025-05-05 10:50:00,20069.25,20144.25,75.0
Buy,2025-05-06 08:15:00,2025-05-06 08:20:00,2025-05-06 09:20:00,19867.75,19942.75,75.0
Buy,2025-05-07 08:05:00,2025-05-07 08:10:00,2025-05-07 08:50:00,19944.75,19869.75,-75.0
Buy,2025-05-13 07:50:00,2025-05-13 07:55:00,2025-05-13 08:10:00,21109.75,21184.75,75.0
Buy,2025-05-15 09:00:00,2025-05-15 09:05:00,2025-05-15 09:40:00,21361.75,21436.75,75.0
Buy,2025-05-19 08:00:00,2025-05-19 08:05:00,2025-05-19 09:40:00,21390.75,21465.75,75.0
Buy,2025-05-20 08:35:00,2025-05-20 08:40:00,2025-05-20 11:05:00,21439.25,21471.0,31.75
Buy,2025-05-21 08:00:00,2025-05-21 08:05:00,2025-05-21 09:00:00,21397.0,21472.0,75.0
Buy,2025-05-22 07:50:00,2025-05-22 07:55:00,2025-05-22 08:00:00,21236.75,21311.75,75.0
Buy,2025-05-23 08:10:00,2025-05-23 08:15:00,2025-05-23 09:05:00,20969.75,20894.75,-75.0
Buy,2025-05-27 08:00:00,2025-05-27 08:05:00,2025-05-27 10:00:00,21333.0,21408.0,75.0
Buy,2025-05-30 08:35:00,2025-05-30 08:40:00,2025-05-30 09:15:00,21394.75,21319.75,-75.0
Buy,2025-06-03 08:00:00,2025-06-03 08:05:00,2025-06-03 10:00:00,21615.5,21690.5,75.0
Buy,2025-06-05 09:15:00,2025-06-05 09:20:00,2025-06-05 10:15:00,21909.75,21834.75,-75.0
Buy,2025-06-06 07:55:00,2025-06-06 08:00:00,2025-06-06 08:25:00,21840.5,21765.5,-75.0
Buy,2025-06-09 08:30:00,2025-06-09 08:35:00,2025-06-09 11:00:00,21879.0,21872.75,-6.25
Buy,2025-06-12 08:05:00,2025-06-12 08:10:00,2025-06-12 09:00:00,21891.0,21966.0,75.0
Buy,2025-06-16 07:45:00,2025-06-16 07:50:00,2025-06-16 08:10:00,22106.25,22181.25,75.0
Buy,2025-06-17 08:10:00,2025-06-17 08:15:00,2025-06-17 10:40:00,22121.5,22084.25,-37.25
Buy,2025-06-18 08:00:00,2025-06-18 08:05:00,2025-06-18 10:30:00,22023.75,22040.25,16.5
Buy,2025-06-23 08:00:00,2025-06-23 08:05:00,2025-06-23 10:25:00,21957.0,21882.0,-75.0
Buy,2025-06-24 08:40:00,2025-06-24 08:45:00,2025-06-24 10:40:00,22337.0,22412.0,75.0
Buy,2025-06-26 08:20:00,2025-06-26 08:25:00,2025-06-26 10:50:00,22571.25,22602.5,31.25
Buy,2025-06-27 07:55:00,2025-06-27 08:00:00,2025-06-27 10:25:00,22764.5,22796.75,32.25
